1.606
1.513
1.5912
1.2809
1.3851
1.2684
1.5477
1.1627
1.3971
1.3409
1.6379
1.6987
2.0158
1.4327
1.2242
1.2558
1.2532
1.2987
2.0289
1.318
1.1742
1.507
1.3843
1.393
1.268
1.2569
1.6308
1.342
1.3647
1.2003
1.2936
1.1057
1.1486
1.6375
1.2648
1.2943
1.3062
1.3254
1.3928
1.2123
1.1749
1.2755
1.5154
1.5939
1.1958
1.2937
1.2002
1.1349
1.1556
1.1952
1.2072
1.5296
1.4141
1.3324
1.4215
1.2737
1.3888
1.6259
1.9692
1.2265
